Id,SalePrice
1632,235272.0
1633,147845.0
1634,176903.0
1635,170327.0
1636,160594.0
1637,176166.0
1638,179178.0
1639,179058.0
1640,248768.0
1641,172333.0
1642,214424.0
1643,191843.0
1644,208776.0
1645,187373.0
1646,139403.0
1647,153192.0
1648,129661.0
1649,134700.0
1650,118071.0
1651,123170.0
1652,92431.0
1653,92229.0
1654,140420.0
1655,132354.0
1656,141506.0
1657,140420.0
1658,142868.0
1659,112273.0
1660,156410.0
1661,340829.0
1662,331123.0
1663,338604.0
1664,384126.0
1665,292154.0
1666,302852.0
1667,360298.0
1668,302550.0
1669,245680.0
1670,304645.0
1671,240952.0
1672,348648.0
1673,268880.0
1674,216919.0
1675,188243.0
1676,189164.0
1677,204257.0
1678,411665.0
1679,357450.0
1680,286788.0
1681,235815.0
1682,296013.0
1683,178515.0
1684,164096.0
1685,168627.0
1686,175081.0
1687,152648.0
1688,170149.0
1689,175699.0
1690,183659.0
1691,173839.0
1692,239869.0
1693,152827.0
1694,167475.0
1695,140177.0
1696,242469.0
1697,139900.0
1698,327064.0
1699,276226.0
1700,227310.0
1701,246871.0
1702,261997.0
1703,263519.0
1704,281112.0
1705,209682.0
1706,400140.0
1707,219365.0
1708,194519.0
1709,222904.0
1710,205637.0
1711,226785.0
1712,251987.0
1713,291599.0
1714,199475.0
1715,200101.0
1716,172512.0
1717,158740.0
1718,132811.0
1719,194440.0
1720,219341.0
1721,158094.0
1722,133021.0
1723,143405.0
1724,207633.0
1725,233087.0
1726,192385.0
1727,167099.0
1728,161775.0
1729,147757.0
1730,141190.0
1731,118666.0
1732,131509.0
1733,114574.0
1734,129563.0
1735,145188.0
1736,122113.0
1737,246338.0
1738,204635.0
1739,296590.0
1740,244792.0
1741,184526.0
1742,154405.0
1743,167736.0
1744,282827.0
1745,194951.0
1746,164197.0
1747,203120.0
1748,230560.0
1749,149323.0
1750,137154.0
1751,221500.0
1752,115713.0
1753,152117.0
1754,185288.0
1755,169019.0
1756,123299.0
1757,119055.0
1758,148509.0
1759,149623.0
1760,165446.0
1761,141949.0
1762,179581.0
1763,168343.0
1764,113168.0
1765,167525.0
1766,170415.0
1767,200808.0
1768,156969.0
1769,162395.0
1770,151894.0
1771,144069.0
1772,145385.0
1773,147882.0
1774,132023.0
1775,136096.0
1776,114042.0
1777,101937.0
1778,148779.0
1779,106644.0
1780,155932.0
1781,144531.0
1782,108416.0
1783,140452.0
1784,116198.0
1785,130538.0
1786,166148.0
1787,171025.0
1788,79585.0
1789,91724.0
1790,100806.0
1791,143477.0
1792,150076.0
1793,123040.0
1794,143068.0
1795,123997.0
1796,123682.0
1797,128542.0
1798,125620.0
1799,113369.0
1800,152235.0
1801,118324.0
1802,127038.0
1803,131996.0
1804,136634.0
1805,139189.0
1806,113675.0
1807,111609.0
1808,127932.0
1809,122694.0
1810,143329.0
1811,111710.0
1812,98578.0
1813,129280.0
1814,90168.0
1815,70754.0
1816,86958.0
1817,126662.0
1818,162939.0
1819,135815.0
1820,78851.0
1821,117006.0
1822,123682.0
1823,32015.0
1824,117252.0
1825,129652.0
1826,108456.0
1827,96895.0
1828,136065.0
1829,111684.0
1830,126913.0
1831,138987.0
1832,87426.0
1833,146843.0
1834,125488.0
1835,128383.0
1836,135361.0
1837,92841.0
1838,120712.0
1839,92516.0
1840,158928.0
1841,110735.0
1842,80352.0
1843,142735.0
1844,142299.0
1845,155308.0
1846,144632.0
1847,194086.0
1848,72201.0
1849,105283.0
1850,116290.0
1851,146020.0
1852,124288.0
1853,120901.0
1854,160580.0
1855,141112.0
1856,197936.0
1857,171032.0
1858,128652.0
1859,114403.0
1860,146195.0
1861,114403.0
1862,278491.0
1863,264985.0
1864,264985.0
1865,333670.0
1866,309045.0
1867,227932.0
1868,262346.0
1869,191534.0
1870,229553.0
1871,223968.0
1872,161542.0
1873,237944.0
1874,150972.0
1875,183545.0
1876,183132.0
1877,205745.0
1878,203261.0
1879,138210.0
1880,123871.0
1881,226564.0
1882,225445.0
1883,182007.0
1884,183950.0
1885,218810.0
1886,264854.0
1887,195084.0
1888,238231.0
1889,156760.0
1890,113728.0
1891,121197.0
1892,110222.0
1893,118975.0
1894,137173.0
1895,135700.0
1896,130197.0
1897,135312.0
1898,123748.0
1899,153828.0
1900,145422.0
1901,164168.0
1902,149740.0
1903,194789.0
1904,150710.0
1905,184815.0
1906,151551.0
1907,193309.0
1908,102587.0
1909,133039.0
1910,111781.0
1911,214039.0
1912,290394.0
1913,142682.0
1914,51319.0
1915,311035.0
1916,46843.0
1917,221944.0
1918,138623.0
1919,151216.0
1920,144763.0
1921,383310.0
1922,269462.0
1923,200927.0
1924,202888.0
1925,190375.0
1926,365813.0
1927,138399.0
1928,159385.0
1929,129681.0
1930,125323.0
1931,153320.0
1932,136654.0
1933,183876.0
1934,161409.0
1935,156548.0
1936,173810.0
1937,161373.0
1938,186409.0
1939,254228.0
1940,194617.0
1941,155836.0
1942,183732.0
1943,221880.0
1944,371447.0
1945,355733.0
1946,153252.0
1947,289811.0
1948,169176.0
1949,241376.0
1950,168368.0
1951,241693.0
1952,198072.0
1953,165126.0
1954,182634.0
1955,128824.0
1956,228059.0
1957,155054.0
1958,300071.0
1959,126090.0
1960,118452.0
1961,112138.0
1962,99830.0
1963,102429.0
1964,109004.0
1965,132203.0
1966,118317.0
1967,229365.0
1968,404046.0
1969,337095.0
1970,390598.0
1971,383006.0
1972,351812.0
1973,241017.0
1974,269762.0
1975,416145.0
1976,234066.0
1977,362879.0
1978,381739.0
1979,314017.0
1980,200567.0
1981,318990.0
1982,207886.0
1983,206686.0
1984,154922.0
1985,202400.0
1986,192800.0
1987,168730.0
1988,170373.0
1989,188350.0
1990,219580.0
1991,214383.0
1992,195386.0
1993,159397.0
1994,218120.0
1995,175227.0
1996,224245.0
1997,322343.0
1998,336270.0
1999,245263.0
2000,300192.0
2001,246801.0
2002,222624.0
2003,258103.0
2004,231870.0
2005,203153.0
2006,216950.0
2007,230826.0
2008,202362.0
2009,194161.0
2010,195286.0
2011,146660.0
2012,159831.0
2013,172302.0
2014,190692.0
2015,217742.0
2016,193144.0
2017,194936.0
2018,132450.0
2019,136312.0
2020,109548.0
2021,120803.0
2022,161809.0
2023,125114.0
2024,260381.0
2025,330631.0
2026,168855.0
2027,151375.0
2028,144685.0
2029,156472.0
2030,222437.0
2031,202131.0
2032,217585.0
2033,223972.0
2034,163137.0
2035,197091.0
2036,171469.0
2037,171830.0
2038,291519.0
2039,231061.0
2040,216146.0
2041,257577.0
2042,194964.0
2043,148166.0
2044,173608.0
2045,199840.0
2046,136046.0
2047,133352.0
2048,139393.0
2049,133676.0
2050,162051.0
2051,111682.0
2052,119812.0
2053,146309.0
2054,78139.0
2055,166115.0
2056,145615.0
2057,123889.0
2058,224634.0
2059,149299.0
2060,154244.0
2061,166377.0
2062,129878.0
2063,116266.0
2064,132186.0
2065,97376.0
2066,152034.0
2067,110270.0
2068,135915.0
2069,79433.0
2070,118732.0
2071,124194.0
2072,113663.0
2073,143086.0
2074,165268.0
2075,153517.0
2076,121608.0
2077,162344.0
2078,137825.0
2079,125772.0
2080,110880.0
2081,124989.0
2082,132625.0
2083,146833.0
2084,115636.0
2085,118787.0
2086,131139.0
2087,115990.0
2088,94504.0
2089,76963.0
2090,141275.0
2091,118879.0
2092,112379.0
2093,156041.0
2094,128033.0
2095,131476.0
2096,75692.0
2097,110150.0
2098,147593.0
2099,74517.0
2100,87166.0
2101,100677.0
2102,110191.0
2103,103910.0
2104,138313.0
2105,141077.0
2106,80032.0
2107,194128.0
2108,102956.0
2109,106928.0
2110,135865.0
2111,140922.0
2112,148990.0
2113,118204.0
2114,111631.0
2115,174998.0
2116,121794.0
2117,148109.0
2118,117047.0
2119,105284.0
2120,115201.0
2121,94923.0
2122,113242.0
2123,85009.0
2124,167069.0
2125,113482.0
2126,142433.0
2127,149379.0
2128,112882.0
2129,89504.0
2130,119020.0
2131,143580.0
2132,99478.0
2133,117975.0
2134,119112.0
2135,96719.0
2136,77703.0
2137,117045.0
2138,131623.0
2139,146570.0
2140,147660.0
2141,139708.0
2142,132377.0
2143,123168.0
2144,140712.0
2145,143771.0
2146,157076.0
2147,124580.0
2148,127327.0
2149,143529.0
2150,205323.0
2151,124137.0
2152,170859.0
2153,180070.0
2154,96073.0
2155,142064.0
2156,265957.0
2157,218563.0
2158,244506.0
2159,217639.0
2160,161531.0
2161,215848.0
2162,321230.0
2163,300525.0
2164,213388.0
2165,177051.0
2166,148783.0
2167,202144.0
2168,187451.0
2169,200498.0
2170,197686.0
2171,134805.0
2172,130956.0
2173,135222.0
2174,235368.0
2175,276753.0
2176,299568.0
2177,223688.0
2178,196385.0
2179,136363.0
2180,191225.0
2181,191133.0
2182,202788.0
2183,184081.0
2184,119963.0
2185,122872.0
2186,141587.0
2187,138396.0
2188,153457.0
2189,213636.0
2190,80514.0
2191,80756.0
2192,89255.0
2193,125000.0
2194,111220.0
2195,114206.0
2196,128480.0
2197,126349.0
2198,147104.0
2199,147706.0
2200,148964.0
2201,146436.0
2202,185652.0
2203,128278.0
2204,194680.0
2205,125027.0
2206,140793.0
2207,178926.0
2208,241339.0
2209,210453.0
2210,113718.0
2211,106679.0
2212,116888.0
2213,108376.0
2214,157533.0
2215,101371.0
2216,144248.0
2217,59343.0
2218,56516.0
2219,62780.0
2220,78115.0
2221,313923.0
2222,287823.0
2223,288747.0
2224,183737.0
2225,121168.0
2226,209587.0
2227,192833.0
2228,227729.0
2229,222674.0
2230,133107.0
2231,197777.0
2232,173123.0
2233,189718.0
2234,215955.0
2235,247009.0
2236,237950.0
2237,305870.0
2238,174883.0
2239,108482.0
2240,163046.0
2241,164122.0
2242,120933.0
2243,132666.0
2244,105176.0
2245,116883.0
2246,143475.0
2247,117946.0
2248,127101.0
2249,143040.0
2250,124700.0
2251,95609.0
2252,163233.0
2253,136286.0
2254,158927.0
2255,171056.0
2256,167747.0
2257,211993.0
2258,158835.0
2259,154946.0
2260,153952.0
2261,187014.0
2262,227559.0
2263,326142.0
2264,376542.0
2265,166523.0
2266,270326.0
2267,396124.0
2268,336520.0
2269,140612.0
2270,175448.0
2271,200828.0
2272,171291.0
2273,136947.0
2274,164981.0
2275,172807.0
2276,180463.0
2277,158477.0
2278,126737.0
2279,147682.0
2280,117258.0
2281,173469.0
2282,187958.0
2283,106065.0
2284,111123.0
2285,125941.0
2286,124458.0
2287,299731.0
2288,258776.0
2289,379391.0
2290,387265.0
2291,267441.0
2292,374644.0
2293,361770.0
2294,399480.0
2295,370415.0
2296,291936.0
2297,280701.0
2298,290960.0
2299,398061.0
2300,307367.0
2301,251336.0
2302,226742.0
2303,219622.0
2304,240511.0
2305,183467.0
2306,178136.0
2307,190727.0
2308,211836.0
2309,242006.0
2310,207760.0
2311,184096.0
2312,177817.0
2313,161224.0
2314,155233.0
2315,168730.0
2316,185135.0
2317,172967.0
2318,172611.0
2319,169064.0
2320,177601.0
2321,203910.0
2322,177484.0
2323,182429.0
2324,154048.0
2325,201064.0
2326,150202.0
2327,201134.0
2328,230138.0
2329,182275.0
2330,154095.0
2331,348024.0
2332,327893.0
2333,290941.0
2334,222241.0
2335,236459.0
2336,302895.0
2337,176801.0
2338,234293.0
2339,205164.0
2340,333625.0
2341,211041.0
2342,202756.0
2343,215096.0
2344,199896.0
2345,240057.0
2346,203930.0
2347,180107.0
2348,218909.0
2349,182811.0
2350,254355.0
2351,231557.0
2352,228065.0
2353,244063.0
2354,133570.0
2355,146224.0
2356,150477.0
2357,179435.0
2358,188379.0
2359,124191.0
2360,103411.0
2361,153603.0
2362,253539.0
2363,130009.0
2364,149365.0
2365,203891.0
2366,167744.0
2367,183168.0
2368,212945.0
2369,185960.0
2370,158437.0
2371,162742.0
2372,168783.0
2373,240486.0
2374,311289.0
2375,236451.0
2376,239908.0
2377,293083.0
2378,123091.0
2379,176064.0
2380,130841.0
2381,145752.0
2382,163440.0
2383,193624.0
2384,230027.0
2385,143509.0
2386,131007.0
2387,144900.0
2388,76866.0
2389,131945.0
2390,143008.0
2391,141126.0
2392,115931.0
2393,159049.0
2394,145794.0
2395,189475.0
2396,134826.0
2397,211834.0
2398,121548.0
2399,73890.0
2400,66221.0
2401,105575.0
2402,122017.0
2403,137025.0
2404,142877.0
2405,149109.0
2406,134346.0
2407,130653.0
2408,149377.0
2409,129860.0
2410,158762.0
2411,117136.0
2412,160244.0
2413,142070.0
2414,154594.0
2415,133070.0
2416,112557.0
2417,130398.0
2418,130160.0
2419,135540.0
2420,134718.0
2421,149648.0
2422,109201.0
2423,137558.0
2424,172051.0
2425,254169.0
2426,109029.0
2427,142545.0
2428,170455.0
2429,120588.0
2430,130761.0
2431,119378.0
2432,159607.0
2433,162906.0
2434,152658.0
2435,161917.0
2436,111204.0
2437,100014.0
2438,139386.0
2439,87440.0
2440,114264.0
2441,97037.0
2442,106363.0
2443,110695.0
2444,127299.0
2445,86486.0
2446,118566.0
2447,172764.0
2448,131179.0
2449,97769.0
2450,144839.0
2451,145436.0
2452,188080.0
2453,102927.0
2454,120912.0
2455,125135.0
2456,117464.0
2457,123970.0
2458,129782.0
2459,102304.0
2460,124162.0
2461,106225.0
2462,133139.0
2463,112726.0
2464,155543.0
2465,128684.0
2466,107154.0
2467,140579.0
2468,82885.0
2469,68531.0
2470,199159.0
2471,189304.0
2472,174515.0
2473,102797.0
2474,81999.0
2475,181602.0
2476,95273.0
2477,125895.0
2478,150110.0
2479,111654.0
2480,158263.0
2481,130035.0
2482,131169.0
2483,121079.0
2484,111350.0
2485,121803.0
2486,166933.0
2487,203696.0
2488,159975.0
2489,151240.0
2490,145772.0
2491,89786.0
2492,165525.0
2493,150456.0
2494,131540.0
2495,102421.0
2496,210158.0
2497,139788.0
2498,120026.0
2499,83401.0
2500,114972.0
2501,129830.0
2502,142165.0
2503,94616.0
2504,136866.0
2505,213444.0
2506,263187.0
2507,255528.0
2508,263376.0
2509,202868.0
2510,209263.0
2511,165591.0
2512,195943.0
2513,196310.0
2514,208260.0
2515,150661.0
2516,156936.0
2517,147972.0
2518,153567.0
2519,213050.0
2520,199538.0
2521,182106.0
2522,201077.0
2523,124380.0
2524,139952.0
2525,137980.0
2526,143852.0
2527,121834.0
2528,125195.0
2529,139024.0
2530,121475.0
2531,257860.0
2532,213933.0
2533,182345.0
2534,212404.0
2535,321539.0
2536,238045.0
2537,228277.0
2538,166351.0
2539,182229.0
2540,180819.0
2541,168115.0
2542,163864.0
2543,128765.0
2544,117583.0
2545,127864.0
2546,117167.0
2547,134803.0
2548,138157.0
2549,151893.0
2550,314255.0
2551,125827.0
2552,116823.0
2553,74603.0
2554,102498.0
2555,118861.0
2556,113784.0
2557,119637.0
2558,132624.0
2559,143949.0
2560,148291.0
2561,144533.0
2562,125138.0
2563,159085.0
2564,195073.0
2565,141502.0
2566,180900.0
2567,142369.0
2568,180518.0
2569,186341.0
2570,110859.0
2571,186577.0
2572,141993.0
2573,199358.0
2574,271734.0
2575,132571.0
2576,130160.0
2577,150883.0
2578,77265.0
2579,79196.0
2580,118595.0
2581,114020.0
2582,111366.0
2583,248924.0
2584,145329.0
2585,184242.0
2586,212856.0
2587,194383.0
2588,130195.0
2589,140904.0
2590,210386.0
2591,193832.0
2592,208104.0
2593,246313.0
2594,156397.0
2595,198674.0
2596,301896.0
2597,195114.0
2598,262459.0
2599,265282.0
2600,156922.0
2601,145381.0
2602,97460.0
2603,93561.0
2604,101151.0
2605,95312.0
2606,163556.0
2607,180078.0
2608,193049.0
2609,149521.0
2610,118811.0
2611,127580.0
2612,139780.0
2613,119069.0
2614,125000.0
2615,136977.0
2616,142773.0
2617,175390.0
2618,194960.0
2619,175599.0
2620,168971.0
2621,180272.0
2622,171193.0
2623,227588.0
2624,277633.0
2625,288422.0
2626,157109.0
2627,157175.0
2628,388753.0
2629,448989.0
2630,302924.0
2631,422835.0
2632,376721.0
2633,294854.0
2634,367503.0
2635,147139.0
2636,153194.0
2637,175032.0
2638,223856.0
2639,188440.0
2640,133181.0
2641,115782.0
2642,177033.0
2643,93592.0
2644,128384.0
2645,111078.0
2646,89171.0
2647,105442.0
2648,132498.0
2649,146423.0
2650,118439.0
2651,136150.0
2652,361032.0
2653,229053.0
2654,236984.0
2655,329335.0
2656,264357.0
2657,290196.0
2658,258801.0
2659,275389.0
2660,372024.0
2661,311917.0
2662,327184.0
2663,259557.0
2664,240399.0
2665,291294.0
2666,252510.0
2667,165738.0
2668,162963.0
2669,176704.0
2670,240921.0
2671,168459.0
2672,190813.0
2673,192787.0
2674,180851.0
2675,159690.0
2676,175709.0
2677,176472.0
2678,223759.0
2679,239252.0
2680,242581.0
2681,381776.0
2682,307497.0
2683,433637.0
2684,306494.0
2685,303248.0
2686,212658.0
2687,303479.0
2688,187099.0
2689,192811.0
2690,342150.0
2691,187353.0
2692,142172.0
2693,182553.0
2694,136933.0
2695,185184.0
2696,167704.0
2697,165879.0
2698,190800.0
2699,177222.0
2700,173989.0
2701,149584.0
2702,106539.0
2703,121493.0
2704,135965.0
2705,125225.0
2706,117365.0
2707,117229.0
2708,137999.0
2709,106031.0
2710,139953.0
2711,256015.0
2712,319680.0
2713,154154.0
2714,141997.0
2715,154241.0
2716,145308.0
2717,191724.0
2718,197153.0
2719,131838.0
2720,144371.0
2721,124653.0
2722,142168.0
2723,144389.0
2724,136455.0
2725,130972.0
2726,137220.0
2727,166642.0
2728,149402.0
2729,141169.0
2730,148009.0
2731,124632.0
2732,129902.0
2733,158119.0
2734,143106.0
2735,129062.0
2736,145217.0
2737,119245.0
2738,133050.0
2739,152757.0
2740,118042.0
2741,162732.0
2742,131162.0
2743,136964.0
2744,150610.0
2745,137591.0
2746,135415.0
2747,130682.0
2748,129124.0
2749,134574.0
2750,133976.0
2751,127638.0
2752,167145.0
2753,154835.0
2754,207155.0
2755,124770.0
2756,111799.0
2757,74180.0
2758,106888.0
2759,139033.0
2760,135380.0
2761,143508.0
2762,130985.0
2763,166083.0
2764,137020.0
2765,243733.0
2766,131440.0
2767,84669.0
2768,140540.0
2769,139230.0
2770,120354.0
2771,117945.0
2772,117850.0
2773,152820.0
2774,143162.0
2775,119392.0
2776,125191.0
2777,108748.0
2778,99563.0
2779,120014.0
2780,85899.0
2781,92309.0
2782,86178.0
2783,108316.0
2784,123545.0
2785,125122.0
2786,86741.0
2787,123890.0
2788,88053.0
2789,161617.0
2790,81398.0
2791,109989.0
2792,59442.0
2793,151406.0
2794,109105.0
2795,124127.0
2796,104670.0
2797,178569.0
2798,98438.0
2799,133500.0
2800,76393.0
2801,107972.0
2802,126742.0
2803,148941.0
2804,124090.0
2805,96389.0
2806,80898.0
2807,145774.0
2808,142940.0
2809,132026.0
2810,126624.0
2811,159677.0
2812,149236.0
2813,160432.0
2814,168517.0
2815,102415.0
2816,208613.0
2817,147998.0
2818,116423.0
2819,157299.0
2820,135413.0
2821,114369.0
2822,188463.0
2823,409316.0
2824,164848.0
2825,141301.0
2826,132839.0
2827,124127.0
2828,228601.0
2829,186797.0
2830,247877.0
2831,170189.0
2832,252104.0
2833,230106.0
2834,198181.0
2835,208061.0
2836,168253.0
2837,144173.0
2838,146371.0
2839,165595.0
2840,169241.0
2841,195696.0
2842,216723.0
2843,146089.0
2844,146418.0
2845,117051.0
2846,194563.0
2847,188542.0
2848,207549.0
2849,177700.0
2850,234000.0
2851,221125.0
2852,205053.0
2853,238366.0
2854,134861.0
2855,186621.0
2856,191001.0
2857,168896.0
2858,196846.0
2859,115635.0
2860,122384.0
2861,131460.0
2862,177156.0
2863,123064.0
2864,222454.0
2865,129959.0
2866,136370.0
2867,115499.0
2868,85183.0
2869,111144.0
2870,121712.0
2871,97760.0
2872,70308.0
2873,104983.0
2874,134065.0
2875,120311.0
2876,155533.0
2877,123338.0
2878,154436.0
2879,145715.0
2880,99894.0
2881,143581.0
2882,185451.0
2883,178984.0
2884,177785.0
2885,186237.0
2886,227343.0
2887,90149.0
2888,117671.0
2889,58928.0
2890,87284.0
2891,115089.0
2892,42351.0
2893,59713.0
2894,46758.0
2895,296863.0
2896,273431.0
2897,194216.0
2898,140940.0
2899,194384.0
2900,131634.0
2901,198565.0
2902,185671.0
2903,311810.0
2904,306994.0
2905,71208.0
2906,176883.0
2907,114947.0
2908,136267.0
2909,140978.0
2910,83542.0
2911,97431.0
2912,140875.0
2913,93099.0
2914,94501.0
2915,98098.0
2916,93099.0
2917,163527.0
2918,132261.0
2919,206375.0
